customer_state,customer_city,order_month,total_orders,total_sales,avg_order_value
SP,leme,2017-03-01,4,842.76,105.345
SP,altinopolis,2017-03-01,1,2568.5,1284.25
SP,barretos,2017-03-01,2,189.74,94.87
SP,marilia,2017-03-01,5,2250.66,250.073333333333
SP,primavera,2017-03-01,1,82.06,82.06
SP,guapiacu,2017-03-01,1,112.24,56.12
SP,santo antonio do jardim,2017-03-01,1,189.26,94.63
SP,jaboticabal,2017-03-01,1,35.86,35.86
SP,paulo de faria,2017-03-01,1,275.89,275.89
SP,sao jose do rio preto,2017-03-01,7,3269.32,204.3325
SP,mirante do paranapanema,2017-03-01,2,394.98,98.745
TO,lagoa da confusao,2017-03-01,2,446.88,111.72
TO,araguaina,2017-03-01,1,96.98,96.98
TO,araguatins,2017-03-01,2,131.08,32.77
TO,palmas,2017-03-01,3,784.36,130.726666666667
AC,porto acre,2017-04-01,1,104.35,104.35
AC,rio branco,2017-04-01,4,1596.59,266.098333333333
AL,maceio,2017-04-01,12,3185.09,144.776818181818
AL,belem,2017-04-01,2,420.62,70.1033333333333
AL,campo alegre,2017-04-01,1,853.39,853.39
AL,porto calvo,2017-04-01,1,416.1,208.05
AL,teotonio vilela,2017-04-01,1,1166.6,583.3
AL,arapiraca,2017-04-01,2,1039.56,519.78
AL,penedo,2017-04-01,1,493.58,246.79
AL,traipu,2017-04-01,1,127.58,63.79
AL,sao jose da laje,2017-04-01,1,99.62,99.62
AL,palmeira dos indios,2017-04-01,1,482.92,241.46
AM,humaita,2017-04-01,1,101.66,50.83
AM,manaus,2017-04-01,12,1973.88,93.9942857142857
BA,coaraci,2017-04-01,1,119.66,119.66
BA,feira de santana,2017-04-01,2,726.84,121.14
BA,itacare,2017-04-01,1,62.59,62.59
BA,ibiajara,2017-04-01,1,65.8,65.8
BA,ipira,2017-04-01,1,66.68,66.68
BA,cachoeira,2017-04-01,1,161.72,80.86
BA,jequie,2017-04-01,2,260.5,65.125
BA,luis eduardo magalhaes,2017-04-01,2,211.34,52.835
BA,livramento de nossa senhora,2017-04-01,1,79.5,39.75
BA,itabuna,2017-04-01,1,444.32,111.08
BA,coracao de maria,2017-04-01,1,612.12,306.06
BA,ipiau,2017-04-01,2,580.17,41.4407142857143
BA,santo antonio de jesus,2017-04-01,2,373.78,93.445
BA,canavieiras,2017-04-01,1,141.1,70.55
BA,lauro de freitas,2017-04-01,2,558.9,139.725
BA,catu de abrantes,2017-04-01,1,322.84,161.42
BA,conceicao do almeida,2017-04-01,1,120.14,120.14
BA,salvador,2017-04-01,31,13268.84,236.943571428571
BA,camacan,2017-04-01,1,625.4,312.7
BA,jacobina,2017-04-01,2,1243.64,310.91
BA,paulo afonso,2017-04-01,1,314.56,157.28
BA,queimadas,2017-04-01,1,170.89,85.445
BA,paramirim,2017-04-01,1,214.1,107.05
BA,juazeiro,2017-04-01,2,1375.68,275.136
BA,barreiras,2017-04-01,1,79.5,39.75
BA,ribeira do pombal,2017-04-01,1,215.54,107.77
BA,campo alegre de lourdes,2017-04-01,1,124.89,124.89
BA,alagoinhas,2017-04-01,1,297.42,148.71
BA,jacuipe,2017-04-01,1,69.56,34.78
BA,uaua,2017-04-01,1,240.28,120.14
BA,eunapolis,2017-04-01,1,53.54,26.77
BA,coribe,2017-04-01,1,131.21,131.21
BA,pojuca,2017-04-01,1,111.55,111.55
BA,tabocas do brejo velho,2017-04-01,1,81.58,40.79
BA,caldas do jorro,2017-04-01,1,394.52,394.52
BA,ilheus,2017-04-01,2,678.58,169.645
BA,muquem do sao francisco,2017-04-01,1,59.8,59.8
BA,simoes filho,2017-04-01,1,569.48,142.37
BA,porto seguro,2017-04-01,1,240.28,120.14
BA,casa nova,2017-04-01,1,400.44,200.22
BA,macaubas,2017-04-01,1,53.4,26.7
BA,gandu,2017-04-01,1,138.17,138.17
BA,guanambi,2017-04-01,2,1124.42,281.105
BA,valenca,2017-04-01,2,565.28,141.32
BA,inhambupe,2017-04-01,1,583.3,583.3
BA,brumado,2017-04-01,1,1026.28,256.57
BA,jacaraci,2017-04-01,1,240.74,240.74
BA,valente,2017-04-01,1,4223.14,2111.57
BA,vitoria da conquista,2017-04-01,1,91.4,45.7
BA,araci,2017-04-01,1,77.58,38.79
BA,mutuipe,2017-04-01,1,710.22,355.11
CE,guaraciaba do norte,2017-04-01,1,613.96,306.98
CE,icapui,2017-04-01,1,264.48,132.24
CE,quixada,2017-04-01,1,270.5,135.25
CE,aracoiaba,2017-04-01,1,124.08,124.08
CE,ico,2017-04-01,2,1185.56,197.593333333333
CE,crato,2017-04-01,1,97.4,48.7
CE,vicosa do ceara,2017-04-01,1,87.58,43.79
CE,nova russas,2017-04-01,1,103.48,51.74
CE,aquiraz,2017-04-01,1,398.85,398.85
CE,campos sales,2017-04-01,1,170.44,85.22
CE,solonopole,2017-04-01,1,84.52,84.52
CE,caucaia,2017-04-01,1,164.5,82.25
CE,jaguaribe,2017-04-01,1,621.94,310.97
CE,frecheirinha,2017-04-01,1,52.56,26.28
CE,ipu,2017-04-01,1,429.94,214.97
CE,fortaleza,2017-04-01,14,3294.42,131.7768
CE,boa viagem,2017-04-01,1,559.88,279.94
CE,itapaje,2017-04-01,1,764.52,764.52
CE,maracanau,2017-04-01,1,209.9,104.95
CE,santana do cariri,2017-04-01,1,139.6,139.6
CE,hidrolandia,2017-04-01,1,319.44,319.44
CE,parambu,2017-04-01,1,109.66,54.83
CE,aracati,2017-04-01,3,430.42,71.7366666666667
CE,araripe,2017-04-01,1,155.0,155.0
CE,carnaubal,2017-04-01,2,265.88,132.94
CE,pires ferreira,2017-04-01,1,87.58,43.79
DF,brasilia,2017-04-01,35,15643.92,237.029090909091
ES,jaguare,2017-04-01,2,548.58,137.145
ES,vitoria,2017-04-01,12,3074.91,122.9964
ES,viana,2017-04-01,1,320.31,160.155
ES,sao jose do calcado,2017-04-01,1,333.3,166.65
ES,piuma,2017-04-01,1,172.32,86.16
ES,vila velha,2017-04-01,8,1384.66,86.54125
ES,castelo,2017-04-01,1,519.58,259.79
ES,cachoeiro de itapemirim,2017-04-01,3,1123.08,140.385
ES,cariacica,2017-04-01,2,1173.32,293.33
ES,linhares,2017-04-01,2,841.24,210.31
ES,agua doce do norte,2017-04-01,1,229.8,114.9
ES,ibatiba,2017-04-01,1,291.2,145.6
ES,laranja da terra,2017-04-01,1,85.6,85.6
ES,serra,2017-04-01,5,1230.0,111.818181818182
ES,colatina,2017-04-01,2,216.14,54.035
ES,guarapari,2017-04-01,3,461.19,92.238
GO,posse,2017-04-01,1,149.64,74.82
GO,itumbiara,2017-04-01,1,84.05,84.05
GO,americano do brasil,2017-04-01,1,281.94,140.97
GO,itapuranga,2017-04-01,1,43.95,43.95
GO,cachoeira dourada,2017-04-01,1,94.18,47.09
GO,cristalina,2017-04-01,1,1290.14,645.07
GO,castelandia,2017-04-01,1,57.54,28.77
GO,maurilandia,2017-04-01,1,111.9,55.95
GO,sao luis de montes belos,2017-04-01,1,222.34,111.17
GO,goiania,2017-04-01,16,3169.63,85.6656756756757
GO,rio verde,2017-04-01,4,1216.98,173.854285714286
GO,inhumas,2017-04-01,1,2047.9,1023.95
GO,morro agudo de goias,2017-04-01,1,50.68,50.68
GO,orizona,2017-04-01,1,444.04,222.02
GO,urutai,2017-04-01,1,193.96,96.98
GO,niquelandia,2017-04-01,1,78.08,39.04
GO,pires do rio,2017-04-01,1,75.84,75.84
GO,formosa,2017-04-01,1,117.12,117.12
GO,santa rita do araguaia,2017-04-01,1,101.03,101.03
GO,aparecida de goiania,2017-04-01,4,1217.08,202.846666666667
MA,imperatriz,2017-04-01,5,1447.32,144.732
MA,mata roma,2017-04-01,1,279.36,69.84
MA,alto parnaiba,2017-04-01,2,584.56,292.28
MA,sao luis,2017-04-01,9,2795.89,164.464117647059
MA,dom pedro,2017-04-01,1,235.8,58.95
MA,balsas,2017-04-01,1,664.76,332.38
MA,barra do corda,2017-04-01,1,50.51,50.51
MA,paco do lumiar,2017-04-01,2,385.68,96.42
MA,acailandia,2017-04-01,1,155.04,77.52
MA,satubinha,2017-04-01,1,133.02,66.51
MA,sao joao dos patos,2017-04-01,1,107.6,53.8
MA,codo,2017-04-01,1,441.72,220.86
MG,visconde do rio branco,2017-04-01,1,83.72,41.86
MG,presidente olegario,2017-04-01,1,33.47,33.47
MG,januaria,2017-04-01,2,557.16,92.86
MG,bom despacho,2017-04-01,1,165.76,82.88
MG,brasilia de minas,2017-04-01,1,84.56,84.56
MG,caratinga,2017-04-01,1,911.92,227.98
MG,ouro branco,2017-04-01,2,308.64,77.16
MG,sao domingos do prata,2017-04-01,1,140.04,35.01
MG,itapagipe,2017-04-01,1,68.48,34.24
MG,pocos de caldas,2017-04-01,2,1949.9,487.475
MG,joao pinheiro,2017-04-01,2,314.42,78.605
MG,conceicao do mato dentro,2017-04-01,1,496.04,124.01
MG,nova lima,2017-04-01,1,541.24,270.62
MG,virginopolis,2017-04-01,1,106.84,53.42
MG,carbonita,2017-04-01,1,664.96,332.48
MG,congonhas,2017-04-01,1,91.9,45.95
MG,oliveira,2017-04-01,1,88.92,44.46
MG,muriae,2017-04-01,2,341.0,85.25
MG,monte siao,2017-04-01,1,56.64,56.64
MG,arcos,2017-04-01,2,258.82,64.705
MG,campo belo,2017-04-01,1,189.26,94.63
MG,minas novas,2017-04-01,1,200.62,100.31
MG,divinopolis,2017-04-01,4,337.74,42.2175
MG,governador valadares,2017-04-01,1,504.68,126.17
MG,ipatinga,2017-04-01,2,906.72,151.12
MG,paracatu,2017-04-01,1,572.18,286.09
MG,brumadinho,2017-04-01,1,27.42,27.42
MG,carmo do rio claro,2017-04-01,1,174.44,87.22
MG,tupaciguara,2017-04-01,1,83.65,83.65
MG,curvelo,2017-04-01,1,67.28,67.28
MG,ouro fino,2017-04-01,1,69.02,34.51
MG,extrema,2017-04-01,2,80.12,40.06
MG,corinto,2017-04-01,1,215.48,107.74
MG,sao sebastiao do paraiso,2017-04-01,1,54.84,27.42
MG,rio piracicaba,2017-04-01,1,590.0,295.0
MG,vicosa,2017-04-01,3,800.48,133.413333333333
MG,delfinopolis,2017-04-01,1,92.8,46.4
MG,sacramento,2017-04-01,1,1170.04,585.02
MG,santa rita do sapucai,2017-04-01,2,109.35,54.675
MG,itambacuri,2017-04-01,1,123.46,61.73
MG,morro da garca,2017-04-01,1,454.28,227.14
MG,unai,2017-04-01,1,93.04,46.52
MG,nova serrana,2017-04-01,1,66.94,33.47
MG,bom repouso,2017-04-01,1,175.64,87.82
MG,pescador,2017-04-01,1,88.84,44.42
MG,juiz de fora,2017-04-01,6,3738.47,287.574615384615
MG,montes claros,2017-04-01,5,1165.26,97.105
MG,carangola,2017-04-01,1,214.08,53.52
MG,borda da mata,2017-04-01,1,88.52,44.26
MG,pirapetinga,2017-04-01,1,67.02,33.51
MG,divino,2017-04-01,1,209.4,104.7
MG,araguari,2017-04-01,2,576.96,192.32
MG,divisa nova,2017-04-01,1,1577.42,788.71
MG,dores de guanhaes,2017-04-01,1,72.48,72.48
MG,itabirinha,2017-04-01,1,157.41,157.41
MG,itamogi,2017-04-01,1,237.76,118.88
MG,rio pardo de minas,2017-04-01,1,295.28,147.64
MG,tres marias,2017-04-01,1,72.84,36.42
MG,frutal,2017-04-01,1,153.2,76.6
MG,campos altos,2017-04-01,1,51.42,51.42
MG,lagoa da prata,2017-04-01,1,692.76,346.38
MG,patrocinio,2017-04-01,2,154.22,77.11
MG,camanducaia,2017-04-01,1,494.42,247.21
MG,caete,2017-04-01,1,741.6,370.8
MG,uberlandia,2017-04-01,10,2168.31,108.4155
MG,pedralva,2017-04-01,1,295.28,147.64
MG,grao mogol,2017-04-01,1,206.44,206.44
MG,passos,2017-04-01,1,50.24,50.24
MG,francisco sa,2017-04-01,1,251.82,251.82
MG,itabirito,2017-04-01,1,501.36,250.68
MG,uba,2017-04-01,1,298.18,149.09
MG,itauna,2017-04-01,2,521.99,173.996666666667
MG,patos de minas,2017-04-01,2,658.44,164.61
MG,guarani,2017-04-01,1,362.32,181.16
MG,belo horizonte,2017-04-01,70,22862.92,170.618805970149
MG,uberaba,2017-04-01,5,2475.6,275.066666666667
MG,pedro leopoldo,2017-04-01,2,290.92,48.4866666666667
MG,barbacena,2017-04-01,2,505.81,168.603333333333
MG,lagoa santa,2017-04-01,3,470.36,78.3933333333333
MG,leopoldina,2017-04-01,1,78.84,39.42
MG,uniao de minas,2017-04-01,1,94.92,47.46
MG,araxa,2017-04-01,3,868.85,124.121428571429
MG,lavras,2017-04-01,1,91.23,91.23
MG,cambuquira,2017-04-01,1,76.84,38.42
MG,pouso alegre,2017-04-01,4,760.82,95.1025
MG,bocaiuva,2017-04-01,1,121.52,60.76
MG,santana do jacare,2017-04-01,1,125.66,62.83
MG,teofilo otoni,2017-04-01,2,132.55,44.1833333333333
MG,alem paraiba,2017-04-01,1,487.64,243.82
MG,morada nova de minas,2017-04-01,1,244.32,122.16
MG,baldim,2017-04-01,1,1238.14,619.07
MG,buritizeiro,2017-04-01,1,3439.84,429.98
MG,contagem,2017-04-01,10,1206.46,60.323
MG,coronel fabriciano,2017-04-01,1,129.02,64.51
MG,rio paranaiba,2017-04-01,1,69.72,34.86
MG,cambui,2017-04-01,1,294.14,147.07
MG,sabara,2017-04-01,1,82.84,41.42
MG,cachoeira do campo,2017-04-01,1,89.02,44.51
MG,pirapora,2017-04-01,1,72.48,72.48
MG,medina,2017-04-01,1,172.18,86.09
MG,caxambu,2017-04-01,1,826.29,826.29
MG,poco fundo,2017-04-01,1,975.28,243.82
MG,janauba,2017-04-01,1,193.28,96.64
MG,manhuacu,2017-04-01,1,302.96,75.74
MG,guaxupe,2017-04-01,1,572.18,286.09
MG,conceicao dos ouros,2017-04-01,1,715.16,357.58
MG,astolfo dutra,2017-04-01,1,562.04,281.02
MG,ipanema,2017-04-01,1,33.51,33.51
MG,catas altas,2017-04-01,1,232.86,116.43
MG,mateus leme,2017-04-01,1,57.1,28.55
MG,buenopolis,2017-04-01,1,1852.6,463.15
MG,sao joao del rei,2017-04-01,2,501.76,125.44
MG,joao monlevade,2017-04-01,1,888.46,444.23
MG,soledade de minas,2017-04-01,1,169.38,84.69
MG,iturama,2017-04-01,1,939.78,469.89
MG,pote,2017-04-01,1,309.12,309.12
MG,itajuba,2017-04-01,1,462.9,231.45
MG,brasopolis,2017-04-01,1,231.8,115.9
MG,botelhos,2017-04-01,1,838.74,209.685
MG,rodeiro,2017-04-01,1,430.38,215.19
MG,varginha,2017-04-01,2,838.49,93.1655555555556
MG,santa luzia,2017-04-01,1,56.32,56.32
MG,ribeirao das neves,2017-04-01,3,428.21,107.0525
MG,tres pontas,2017-04-01,2,517.86,129.465
MG,jesuania,2017-04-01,1,130.28,32.57
MG,nacip raydan,2017-04-01,1,184.32,92.16
MG,ibirite,2017-04-01,2,327.46,81.865
MG,ponte nova,2017-04-01,1,87.04,43.52
MG,alfenas,2017-04-01,3,627.12,104.52
MG,para de minas,2017-04-01,1,310.1,155.05
MG,piedade dos gerais,2017-04-01,1,64.82,32.41
MG,nepomuceno,2017-04-01,1,32.68,32.68
MG,sete lagoas,2017-04-01,5,1849.16,184.916
MG,carmo do cajuru,2017-04-01,1,304.08,76.02
MG,caparao,2017-04-01,1,64.42,64.42
MS,dourados,2017-04-01,1,877.28,438.64
MS,ivinhema,2017-04-01,1,59.9,29.95
MS,campo grande,2017-04-01,10,2114.76,124.397647058824
MS,coronel sapucaia,2017-04-01,1,106.23,106.23
MS,miranda,2017-04-01,1,264.76,132.38
MS,bonito,2017-04-01,1,45.95,45.95
MT,lucas do rio verde,2017-04-01,1,117.9,58.95
MT,querencia,2017-04-01,1,81.6,40.8
MT,cuiaba,2017-04-01,6,3614.06,278.004615384615
MT,campo verde,2017-04-01,1,97.4,48.7
MT,campo novo do parecis,2017-04-01,2,198.08,49.52
MT,campinapolis,2017-04-01,2,198.43,99.215
MT,claudia,2017-04-01,1,193.08,48.27
MT,sapezal,2017-04-01,1,143.93,143.93
MT,sorriso,2017-04-01,1,153.48,76.74
MT,tangara da serra,2017-04-01,2,510.62,127.655
MT,varzea grande,2017-04-01,1,304.68,152.34
MT,primavera do leste,2017-04-01,1,1672.04,836.02
MT,caceres,2017-04-01,1,310.2,155.1
MT,sinop,2017-04-01,1,103.36,51.68
MT,rondonopolis,2017-04-01,1,71.4,35.7
MT,terra nova do norte,2017-04-01,1,133.96,133.96
MT,araputanga,2017-04-01,1,152.74,152.74
MT,juscimeira,2017-04-01,1,120.04,120.04
MT,confresa,2017-04-01,1,34.78,34.78
PA,tucurui,2017-04-01,2,459.86,45.986
PA,santa barbara do para,2017-04-01,1,490.9,245.45
PA,abaetetuba,2017-04-01,1,567.32,283.66
PA,ananindeua,2017-04-01,8,2650.96,176.730666666667
PA,carajas,2017-04-01,1,185.93,185.93
PA,murucupi,2017-04-01,1,324.26,162.13
PA,barcarena,2017-04-01,1,52.74,52.74
PA,santa isabel do para,2017-04-01,1,44.83,44.83
PA,dom eliseu,2017-04-01,1,320.5,160.25
PA,hidreletrica tucurui,2017-04-01,1,851.32,212.83
PA,belem,2017-04-01,11,3066.81,161.411052631579
PA,castanhal,2017-04-01,1,218.21,218.21
PA,uruara,2017-04-01,1,375.88,187.94
PA,marituba,2017-04-01,1,54.83,54.83
PA,paragominas,2017-04-01,1,107.66,53.83
PA,goianesia do para,2017-04-01,1,594.28,297.14
PA,altamira,2017-04-01,1,129.48,64.74
PA,garrafao do norte,2017-04-01,1,279.2,139.6
PB,sousa,2017-04-01,1,275.23,275.23
PB,joao pessoa,2017-04-01,8,1838.59,153.215833333333
PB,frei martinho,2017-04-01,1,200.53,200.53
PB,pocinhos,2017-04-01,1,309.44,77.36
PB,cajazeiras,2017-04-01,1,171.64,85.82
PB,guarabira,2017-04-01,1,1317.2,658.6
PB,cubati,2017-04-01,1,169.8,84.9
PB,santa luzia,2017-04-01,2,383.92,95.98
PB,bayeux,2017-04-01,1,222.8,55.7
PB,imaculada,2017-04-01,1,115.02,115.02
PB,patos,2017-04-01,1,504.33,504.33
PB,prata,2017-04-01,1,75.73,75.73
PE,salgueiro,2017-04-01,1,894.66,447.33
PE,tracunhaem,2017-04-01,1,87.66,43.83
PE,recife,2017-04-01,19,5023.3,156.978125
PE,tabira,2017-04-01,1,319.66,159.83
PE,garanhuns,2017-04-01,1,231.76,115.88
PE,jurema,2017-04-01,1,54.34,54.34
PE,tamandare,2017-04-01,1,73.84,73.84
PE,goiana,2017-04-01,1,99.66,49.83
PE,custodia,2017-04-01,1,211.36,52.84
PE,sao benedito do sul,2017-04-01,1,64.83,64.83
PE,belo jardim,2017-04-01,1,103.66,51.83
PE,parnamirim,2017-04-01,1,248.46,124.23
PE,olinda,2017-04-01,2,200.37,66.79
PE,sao jose do egito,2017-04-01,1,62.74,62.74
PE,araripina,2017-04-01,2,357.74,89.435
PE,jaboatao dos guararapes,2017-04-01,1,416.1,208.05
PE,brejo da madre de deus,2017-04-01,1,68.18,68.18
PE,catende,2017-04-01,1,493.58,246.79
PE,tacaratu,2017-04-01,1,104.35,104.35
PE,ipojuca,2017-04-01,1,115.08,57.54
PI,pedro ii,2017-04-01,1,624.76,312.38
PI,cocal,2017-04-01,1,381.24,190.62
PI,teresina,2017-04-01,5,2388.83,238.883
PI,piripiri,2017-04-01,1,87.66,43.83
PI,nova santa rita,2017-04-01,1,77.64,38.82
PI,parnaiba,2017-04-01,2,342.3,171.15
PI,sao miguel do tapuio,2017-04-01,1,187.94,93.97
PI,campo maior,2017-04-01,1,230.04,115.02
PR,morretes,2017-04-01,1,418.54,209.27
PR,telemaco borba,2017-04-01,1,138.11,138.11
PR,guarapuava,2017-04-01,3,681.28,113.546666666667
PR,matinhos,2017-04-01,1,141.28,141.28
PR,lobato,2017-04-01,1,683.82,341.91
PR,colombo,2017-04-01,1,99.02,49.51
PR,lapa,2017-04-01,1,429.18,214.59
PR,londrina,2017-04-01,8,1394.51,107.27
PR,ampere,2017-04-01,1,51.02,25.51
PR,cascavel,2017-04-01,6,3570.28,187.909473684211
PR,ponta grossa,2017-04-01,3,579.09,115.818
PR,sao mateus do sul,2017-04-01,3,241.02,80.34
PR,campo mourao,2017-04-01,3,1165.58,166.511428571429
PR,santo antonio do caiua,2017-04-01,1,605.1,151.275
PR,planalto,2017-04-01,1,94.92,47.46
PR,itambaraca,2017-04-01,1,171.13,171.13
PR,ivaipora,2017-04-01,1,194.6,97.3
PR,quatro barras,2017-04-01,1,133.56,66.78
PR,paranavai,2017-04-01,2,3291.12,548.52
PR,cambe,2017-04-01,4,1232.22,176.031428571429
PR,reserva do iguacu,2017-04-01,1,28.52,28.52
PR,serranopolis do iguacu,2017-04-01,1,410.8,205.4
PR,itapejara d'oeste,2017-04-01,2,2030.38,338.396666666667
PR,iguatu,2017-04-01,1,153.04,153.04
PR,roncador,2017-04-01,1,147.64,147.64
PR,juranda,2017-04-01,1,98.84,49.42
PR,andira,2017-04-01,1,111.46,55.73
PR,vila nova,2017-04-01,1,88.12,44.06
PR,maringa,2017-04-01,8,751.55,62.6291666666667
PR,guaira,2017-04-01,1,261.5,130.75
PR,apucarana,2017-04-01,2,204.71,68.2366666666667
PR,umuarama,2017-04-01,1,120.22,60.11
PR,senges,2017-04-01,1,588.28,147.07
PR,pinhais,2017-04-01,1,39.09,39.09
PR,dois vizinhos,2017-04-01,1,201.08,100.54
PR,antonina,2017-04-01,2,178.04,44.51
PR,guaratuba,2017-04-01,1,179.32,179.32
PR,francisco beltrao,2017-04-01,3,749.91,187.4775
PR,mandaguari,2017-04-01,1,78.84,39.42
PR,foz do iguacu,2017-04-01,2,512.59,170.863333333333
PR,cianorte,2017-04-01,2,176.8,58.9333333333333
PR,balsa nova,2017-04-01,1,67.94,33.97
PR,imbituva,2017-04-01,1,169.12,84.56
PR,munhoz de melo,2017-04-01,1,239.81,239.81
PR,palmeira,2017-04-01,1,66.94,33.47
PR,curitiba,2017-04-01,22,6372.47,159.31175
PR,cornelio procopio,2017-04-01,2,444.28,111.07
PR,castro,2017-04-01,2,1679.9,209.9875
PR,arapongas,2017-04-01,2,253.1,42.1833333333333
PR,astorga,2017-04-01,1,120.84,60.42
PR,piraquara,2017-04-01,1,621.3,310.65
PR,paranagua,2017-04-01,1,295.28,147.64
RJ,cabo frio,2017-04-01,5,2599.3,371.328571428571
RJ,campos dos goytacazes,2017-04-01,5,1520.05,152.005
RJ,bom jardim,2017-04-01,1,194.4,97.2
RJ,macae,2017-04-01,3,875.62,175.124
RJ,nova iguacu,2017-04-01,9,1671.82,111.454666666667
RJ,sao joao de meriti,2017-04-01,2,281.48,70.37
RJ,angra dos reis,2017-04-01,6,2964.81,269.528181818182
RJ,sao pedro da aldeia,2017-04-01,2,439.38,109.845
RJ,araruama,2017-04-01,4,15702.88,1962.86
RJ,duque de caxias,2017-04-01,8,3906.3,300.484615384615
RJ,nova friburgo,2017-04-01,8,3354.94,176.575789473684
RJ,marica,2017-04-01,5,706.86,100.98
RJ,arrozal,2017-04-01,1,801.86,400.93
RJ,rio das ostras,2017-04-01,5,2267.02,188.918333333333
RJ,tres rios,2017-04-01,3,723.03,144.606
RJ,carapebus,2017-04-01,1,103.04,51.52
RJ,iguaba grande,2017-04-01,1,75.53,75.53
RJ,resende,2017-04-01,1,656.0,328.0
RJ,barra do pirai,2017-04-01,1,111.85,111.85
RJ,casimiro de abreu,2017-04-01,1,389.82,194.91
RJ,sao jose do turvo,2017-04-01,1,91.07,91.07
RJ,conceicao de macabu,2017-04-01,2,861.58,215.395
RJ,cantagalo,2017-04-01,1,127.04,63.52
RJ,miguel pereira,2017-04-01,1,229.72,114.86
RJ,niteroi,2017-04-01,26,10477.27,174.621166666667
RJ,rio bonito,2017-04-01,1,244.14,122.07
RJ,santo amaro de campos,2017-04-01,1,332.42,166.21
RJ,rio das flores,2017-04-01,1,275.14,137.57
RJ,itaguai,2017-04-01,1,34.51,34.51
RJ,belford roxo,2017-04-01,4,871.26,96.8066666666667
RJ,petropolis,2017-04-01,6,1784.36,178.436
RJ,volta redonda,2017-04-01,8,4982.53,355.895
RJ,barra mansa,2017-04-01,1,645.36,322.68
RJ,seropedica,2017-04-01,1,254.82,127.41
RJ,itatiaia,2017-04-01,1,371.9,371.9
RJ,cachoeiras de macacu,2017-04-01,1,231.42,115.71
RJ,valenca,2017-04-01,1,143.12,71.56
RJ,mage,2017-04-01,1,85.6,85.6
RJ,vassouras,2017-04-01,1,365.82,182.91
RJ,guapimirim,2017-04-01,1,731.22,365.61
RJ,sao goncalo,2017-04-01,10,8210.36,456.131111111111
RJ,itaborai,2017-04-01,4,1501.94,150.194
RJ,miracema,2017-04-01,1,33.42,33.42
RJ,rio de janeiro,2017-04-01,170,43859.73,119.835327868852
RJ,saquarema,2017-04-01,5,2114.64,176.22
RJ,mendes,2017-04-01,1,108.12,54.06
RJ,paraiba do sul,2017-04-01,2,445.42,111.355
RJ,sao fidelis,2017-04-01,1,127.04,63.52
RJ,teresopolis,2017-04-01,3,849.12,141.52
RJ,nilopolis,2017-04-01,4,1235.14,154.3925
RN,mossoro,2017-04-01,2,261.78,87.26
RN,parnamirim,2017-04-01,1,558.4,139.6
RN,goianinha,2017-04-01,1,226.0,56.5
RN,sao goncalo do amarante,2017-04-01,1,506.26,253.13
RN,caico,2017-04-01,2,284.64,71.16
RN,tibau do sul,2017-04-01,1,289.58,144.79
RN,natal,2017-04-01,2,622.66,207.553333333333
RO,espigao do oeste,2017-04-01,1,193.3,96.65
RO,jaru,2017-04-01,1,230.04,115.02
RO,porto velho,2017-04-01,3,836.68,209.17
RO,vilhena,2017-04-01,2,284.61,142.305
RO,guajara-mirim,2017-04-01,2,277.6,69.4
RR,boa vista,2017-04-01,2,213.78,53.445
RS,parobe,2017-04-01,1,184.26,92.13
RS,balneario pinhal,2017-04-01,1,46.84,23.42
RS,bom principio,2017-04-01,1,174.77,174.77
RS,lajeado,2017-04-01,3,1227.03,245.406
RS,jari,2017-04-01,1,405.24,202.62
RS,cachoeirinha,2017-04-01,2,504.68,126.17
RS,nao-me-toque,2017-04-01,1,282.12,141.06
RS,passo fundo,2017-04-01,2,300.1,75.025
RS,ibiruba,2017-04-01,1,370.1,185.05
RS,sao lourenco do sul,2017-04-01,1,114.36,57.18
RS,santo augusto,2017-04-01,1,481.2,120.3
RS,bento goncalves,2017-04-01,1,230.62,57.655
RS,gravatai,2017-04-01,2,278.41,92.8033333333333
RS,santa cruz do sul,2017-04-01,3,1861.11,372.222
RS,morro redondo,2017-04-01,1,233.66,233.66
RS,tres de maio,2017-04-01,1,606.22,303.11
RS,catuipe,2017-04-01,1,130.85,130.85
RS,nova petropolis,2017-04-01,1,192.4,96.2
RS,mostardas,2017-04-01,1,205.5,102.75
RS,sapucaia do sul,2017-04-01,1,338.88,169.44
RS,rio dos indios,2017-04-01,1,102.75,102.75
RS,colorado,2017-04-01,1,106.23,106.23
RS,alvorada,2017-04-01,3,558.67,93.1116666666667
RS,sao francisco de paula,2017-04-01,1,104.36,52.18
RS,vacaria,2017-04-01,1,428.32,214.16
RS,ijui,2017-04-01,1,157.82,78.91
RS,santa maria,2017-04-01,4,3526.66,503.808571428571
RS,panambi,2017-04-01,1,182.24,91.12
RS,santa rosa,2017-04-01,3,333.53,83.3825
RS,caxias do sul,2017-04-01,4,977.96,162.993333333333
RS,rio grande,2017-04-01,5,976.68,122.085
RS,bage,2017-04-01,5,474.27,79.045
RS,xangri-la,2017-04-01,1,204.0,102.0
RS,capao da canoa,2017-04-01,1,45.64,45.64
RS,guarani das missoes,2017-04-01,1,46.04,46.04
RS,viamao,2017-04-01,2,111.77,37.2566666666667
RS,tapera,2017-04-01,1,158.14,79.07
RS,taquari,2017-04-01,1,275.16,68.79
